Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
TOI-1842 b,2021,Transit,9.5739,0.1001,0.214,0.74,201.9626552,9.0306437,13h27m51.04s,+09d01m50.32s,330.0607,69.96078,196.79511,16.914,0.8201995322647243,1.181620249951032
EPIC 201841433 b,2019,Transit,4.1698,0.035,0.00352,-0.635,175.206752,6.1348146,11h40m49.62s,+06d08m05.33s,261.10589,63.11979,173.16633,3.72695,0.7597846584873422,1.0945835772325336
HD 37605 b,2004,Radial Velocity,55.01292,0.277,2.69,-0.22,85.0074276,6.0595116,05h40m01.78s,+06d03m34.24s,199.1055,-12.89566,84.79982,-17.28969,0.4472135954999579,0.644278153923165
HD 40307 d,2009,Radial Velocity,20.432,0.1321,0.0299,-0.639,88.5172191,-60.0237289,05h54m04.13s,-60d01m25.42s,268.81455,-30.34064,83.51224,-83.4296,0.7621739243172065,1.0980256724496429
HD 75289 b,1999,Radial Velocity,3.50927,0.05,0.49,0.312,131.9181715,-41.7377748,08h47m40.36s,-41d44m15.99s,262.21007,1.08882,153.86283,-56.2689,0.5325752187591567,0.7672543550107871
HD 73526 c,2005,Radial Velocity,379.1,1.03,2.25,0.338,129.318331,-41.3184231,08h37m16.40s,-41d19m06.32s,260.68043,-0.18559,150.38871,-56.81278,0.5543218625245872,0.7985836518841365
HD 46375 b,2000,Radial Velocity,3.023573,0.0398,0.226,-0.245,98.3030763,5.4625071,06h33m12.74s,+05d27m45.03s,205.99222,-1.54562,98.68022,-17.72694,0.47193990372426947,0.6799001036500849
HD 7924 c,2015,Radial Velocity,15.299,0.1134,0.02473,-0.414,20.4956562,76.7101475,01h21m58.96s,+76d42m36.53s,124.73557,13.94549,64.96208,59.41724,0.6134848297746541,0.8838167657787999
G 264-012 c,2021,Radial Velocity,8.0518,0.0525,0.0118,-1.972,326.6719598,66.803848,21h46m41.27s,+66d48m13.85s,106.14833,10.16235,26.91465,68.34109,1.3389276577647027,1.9289257935392776
HD 23127 b,2006,Radial Velocity,1211.17,2.37,1.527,0.452,54.8491271,-60.077229,03h39m23.79s,-60d04m38.02s,273.9419,-46.48356,5.85602,-73.21986,0.6410219114110616,0.9234880555152001
HD 233832 b,2018,Radial Velocity,2058.0,2.827,1.78,-0.523,171.5196515,50.3763099,11h26m04.72s,+50d22m34.72s,152.16702,61.62913,148.09638,42.01153,0.689532120683689,0.9933742763078721
HD 238090 b,2020,Radial Velocity,13.671,0.0932,0.02168,-1.154,183.0886375,54.486153,12h12m21.27s,+54d29m10.15s,134.94219,61.72135,153.03837,49.39882,1.0242513895967673,1.4755875069158173
HD 30856 b,2011,Radial Velocity,847.0,1.85,1.547,0.996,72.5745099,-24.3689282,04h50m17.88s,-24d22m08.14s,224.27222,-36.65384,66.6954,-46.40833,0.9515537533185109,1.3708556754884402
HD 212301 b,2005,Radial Velocity,2.24571,0.03,0.51,0.243,336.8803957,-77.7183219,22h27m31.29s,-77d43m05.96s,311.90842,-36.78034,292.80393,-59.68465,0.47000967108038416,0.6771193144769508
HD 215497 b,2009,Radial Velocity,3.93404,0.05,0.02,-0.41,341.652714,-56.5997984,22h46m36.65s,-56d35m59.27s,331.29531,-53.10239,316.77656,-44.18919,0.6105139414683932,0.8795367562872954
TOI-2202 c,2021,Transit Timing Variations,24.6744,0.15544,0.369,-0.401,51.2284214,-73.9575458,03h24m54.82s,-73d57m27.16s,290.15667,-39.12815,313.14572,-75.34258,0.6037759969934666,0.8698297382734771
K2-60 b,2016,Transit,3.00265,0.045,0.426,0.282,338.6062312,-13.7318044,22h34m25.50s,-13d43m54.50s,48.74576,-55.37019,335.11639,-4.40681,0.5063236478416115,0.729435035968326
DMPP-3 A b,2019,Radial Velocity,6.6732,0.0662,0.00812,-0.293,91.624382,-72.5126648,06h06m29.85s,-72d30m45.6s,283.20965,-29.14463,265.30883,-84.02157,0.5161042882631729,0.7435255131327003
HATS-77 b,2021,Transit,3.0876262,0.03607,1.374,-0.992,149.8236672,-27.3928174,09h59m17.68s,-27d23m34.14s,262.26931,21.57897,163.56168,-36.84491,0.9496410805236796,1.3681001839074312
Kepler-167 c,2014,Transit,7.406106,0.0684,0.0108,-0.539,292.6585253,38.3455558,19h30m38.05s,+38d20m44.00s,71.35329,9.44486,305.90904,58.99247,0.7,1.008454824013189
HD 28254 b,2010,Radial Velocity,1116.0,2.15,1.16,0.34,66.2108141,-50.6228081,04h24m50.60s,-50d37m22.11s,258.28249,-43.59053,41.34028,-70.07145,0.5559594491425693,0.8009428406336273
HD 13808 b,2021,Radial Velocity,14.1815,0.10519,0.03524,-0.435,33.1780708,-53.7437591,02h12m42.74s,-53d44m37.53s,279.09436,-59.46088,357.24405,-60.29349,0.6288517674735005,0.9059551407112452
HD 4208 b,2001,Radial Velocity,832.97,1.662,0.81,-0.1,11.1125532,-26.5150392,00h44m27.01s,-26d30m54.14s,54.00797,-88.32478,358.73769,-28.56768,0.30151134457776363,0.4343722427630694
TOI-622 b,2023,Transit,6.402513,0.0708,0.303,0.474,125.3050544,-46.4842959,08h21m13.21s,-46d29m03.47s,263.18581,-5.54922,150.28416,-62.73077,0.6564366617649344,0.9456953117370887
HD 235088 b,2023,Transit,7.4341393,0.072,0.0152,-0.443,300.6154535,53.3774418,20h02m27.71s,+53d22m38.79s,87.45784,11.77419,333.45037,70.14722,0.6346079677464448,0.9142478091872978
TOI-2084 b,2023,Transit,6.0784247,0.05006,0.021,-1.492,259.2545389,72.7470231,17h17m01.09s,+72d44m49.28s,104.07604,32.76296,116.16537,82.79696,1.1646302573622396,1.6778242874695315
TOI-2641 b,2023,Transit,4.880974,0.0607,0.386,0.34,171.1303716,-42.7321394,11h24m31.29s,-42d43m55.70s,286.38094,17.329,192.88049,-41.88424,0.5559594491425693,0.8009428406336273
TOI-3785 b,2023,Transit,4.6747373,0.043,0.04704,-1.435,130.9002258,63.0780768,08h43m36.05s,+63d04m41.08s,152.77829,36.58395,113.90641,42.99369,1.1421669994118437,1.6454626005507755
nu Oct A b,2016,Radial Velocity,417.0,1.25,2.4,1.23,325.3702792,-77.3910853,21h41m28.87s,-77d23m27.91s,314.28748,-35.18844,289.68408,-57.78037,1.0574411653523887,1.5234023490139208
HD 69830 b,2006,Radial Velocity,8.667,0.0785,0.0321,-0.22,124.6010091,-12.6364246,08h18m24.24s,-12d38m11.13s,234.56776,12.82251,130.4512,-31.34577,0.4472135954999579,0.644278153923165
HD 180053 b,2018,Radial Velocity,213.72,0.843,2.194,1.099,288.4008374,34.9146658,19h13m36.20s,+34d54m52.80s,66.68904,10.98272,298.02994,56.57716,0.9995453511926855,1.4399947589003153
WTS-2 b,2014,Transit,1.0187068,0.01855,1.12,-0.288,293.7327826,36.8154936,19h34m55.87s,+36d48m55.78s,70.38182,7.98072,306.58494,57.27869,0.5116817192534651,0.7371541402007413
WASP-92 b,2016,Transit,2.1746742,0.0348,0.805,0.275,246.6920395,51.0411328,16h26m46.09s,+51d02m28.08s,78.78019,43.22089,221.54568,70.58371,0.5,0.7203248742951349
TOI-1272 c,2022,Radial Velocity,8.689,0.0783,0.08401,-0.438,199.1962036,49.8610591,13h16m47.09s,+49d51m39.81s,112.54668,66.75298,169.78859,51.7867,0.6310164959664828,0.9090737562704264
Kepler-134 c,2014,Transit,10.105785,0.092,0.00669,0.061,284.7391156,49.5984448,18h58m57.39s,+49d35m54.40s,79.63268,19.16689,301.20602,71.44407,0.23548788812706578,0.3392555668263109
TOI-3540 A b,2022,Transit,3.119999,0.04289,1.18,0.19,328.9113712,28.1794996,21h55m38.73s,+28d10m46.20s,82.16987,-20.45574,343.06758,37.9025,0.4156047072968167,0.5987408170800917
HD 181342 b,2009,Radial Velocity,564.1,1.592,2.54,1.079,290.2674078,-23.6196996,19h21m04.18s,-23d37m10.92s,14.50487,-16.7282,288.51103,-1.47344,0.990408547473764,1.4268318249197323
HD 181433 b,2008,Radial Velocity,9.3743,0.08,0.02,-0.456,291.2873731,-66.4677838,19h25m08.97s,-66d28m04.02s,329.51487,-28.04356,281.60203,-43.8838,0.6438520439863917,0.9275652852983266
HD 187123 c,2008,Radial Velocity,3810.0,4.89,1.99,0.127,296.7428786,34.41899,19h46m58.29s,+34d25m08.36s,69.46581,4.67926,309.45329,54.25603,0.33978602892783194,0.48951265714936726
K2-291 b,2019,Transit,2.225177,0.03261,0.02042,-0.166,76.44594,21.548199,05h05m47.03s,+21d32m53.52s,181.1789,-11.58155,77.40612,-1.30047,0.3884701930767545,0.5596494859908399
HD 125612 b,2007,Radial Velocity,557.69994,1.349,2.974,0.06,215.2227183,-17.4818147,14h20m53.45s,-17d28m54.53s,331.38949,40.39538,218.69485,-3.2556,0.23354968324845687,0.33646329245522655
TOI-3984 A b,2023,Transit,4.353326,0.041,0.14,-1.574,226.3371468,36.7869747,15h05m20.92s,+36d47m13.11s,60.26767,60.17839,207.94349,51.24981,1.196206123922249,1.723314051690729
TOI-5293 A b,2023,Transit,2.930289,0.034,0.54,-1.374,355.828682,-2.0450945,23h43m18.88s,-02d02m42.34s,87.00512,-60.07625,355.35642,-0.21921,1.1176273569893094,1.6101095708642563
KELT-3 b,2013,Transit,2.70339,0.04123,1.94,0.625,148.6431193,40.3879446,09h54m34.35s,+40d23m16.60s,181.25553,51.38017,136.3041,25.90195,0.753778361444409,1.0859306069076733
HD 205739 b,2008,Radial Velocity,279.8,0.896,1.37,0.36,324.5351273,-31.7378373,21h38m08.43s,-31d44m16.21s,14.61325,-47.99934,316.29868,-16.63934,0.5720775535473553,0.8241633836921342
HD 20868 b,2008,Radial Velocity,380.85001,0.95,1.25,-0.529,50.1794053,-33.72969,03h20m43.06s,-33d43m46.88s,233.83834,-57.33374,34.43725,-49.77738,0.6934760925288563,0.9990561583550596
HD 211810 b,2018,Radial Velocity,1558.0,2.656,0.67,0.07,334.5286724,61.1349912,22h18m06.88s,+61d08m05.97s,105.47532,3.57209,19.91301,62.38425,0.2522624895547565,0.3634218921558155
Kepler-165 c,2014,Transit,15.31299,0.11,0.0176,-0.472,280.69092,47.8096702,18h42m45.82s,+47d48m34.81s,76.92011,21.12868,291.84651,70.43928,0.6550503103509753,0.9436980649211107
Kepler-197 d,2014,Transit,15.677563,0.119,0.00624,0.222,295.2264739,50.5592348,19h40m54.35s,+50d33m33.25s,83.30414,13.35928,320.89506,69.57907,0.4492417854765759,0.647200065303073
HD 4732 c,2012,Radial Velocity,2732.0,4.6,2.37,1.19,12.3085089,-24.1369079,00h49m14.04s,-24d08m12.87s,113.38302,-86.96771,1.01695,-26.90792,1.040104889815533,1.4984268480202576
HD 21411 b,2019,Radial Velocity,84.288,0.362,0.20734,-0.266,51.5474155,-30.6168403,03h26m11.38s,-30d37m00.63s,228.21187,-56.10651,37.84195,-47.33682,0.4917501213199462,0.7084396886488151
HD 73526 b,2002,Radial Velocity,188.3,0.65,3.08,0.338,129.318331,-41.3184231,08h37m16.40s,-41d19m06.32s,260.68043,-0.18559,150.38871,-56.81278,0.5543218625245872,0.7985836518841365
HD 73534 b,2008,Radial Velocity,1750.0,2.99,1.112,0.522,129.8153421,12.9599703,08h39m15.68s,+12d57m35.89s,213.05304,29.69759,128.80426,-5.27812,0.6888725967444593,0.9924241333106317
GJ 411 b,2019,Radial Velocity,12.9394,0.07879,0.00846,-1.71,165.834471,35.972317,11h03m20.27s,+35d58m20.34s,185.11257,65.43126,152.10621,27.39627,1.2468141218904503,1.7962224512402751
GJ 687 b,2014,Radial Velocity,38.142,0.163,0.05412,-1.672,264.1041731,68.3336741,17h36m25.00s,+68d20m01.23s,98.59611,31.96608,139.20392,87.12854,1.2328828005937953,1.776152296716719
GJ 887 b,2020,Radial Velocity,9.262,0.068,0.01321,-1.434,346.4668274,-35.8530693,23h05m52.04s,-35d51m11.0s,5.10081,-65.95709,332.68432,-27.51181,1.1417689624597278,1.64488916871578
HD 64114 b,2019,Radial Velocity,45.791,0.246,0.056,-0.137,117.982556,-11.0337221,07h51m55.81s,-11d02m01.40s,229.78855,8.08434,122.63602,-31.35731,0.3529099807960304,0.5084196751087982
HD 220842 b,2016,Radial Velocity,218.47,0.74,3.18,0.357,351.6534162,56.8871415,23h26m36.82s,+56d53m13.71s,111.50544,-4.0909,25.72525,53.13231,0.5696889103233926,0.8207221854320604
HD 221585 b,2016,Radial Velocity,1173.0,2.306,1.61,0.422,353.2293802,63.1556146,23h32m55.05s,+63d09m20.21s,114.20277,1.62237,34.31528,57.11769,0.619383858068939,0.8923151994078884
HD 238914 b,2018,Radial Velocity,4100.0,5.7,6.0,1.85,279.5842102,59.2538819,18h38m20.21s,+59d15m13.97s,88.75118,24.70122,305.2063,81.50967,1.296849328880646,1.8683056596113627
HD 76920 b,2017,Radial Velocity,415.4,1.149,3.93,1.38,133.820353,-67.2653621,08h55m16.88s,-67d15m55.30s,282.9518,-14.09976,202.53716,-73.15926,1.12006493318265,1.6136212643943622
HD 20781 b,2019,Radial Velocity,5.3135,0.0529,0.0061,-0.31,50.0139757,-28.7841175,03h20m03.35s,-28d47m02.82s,224.6733,-57.2719,37.01168,-45.14521,0.5308655025693249,0.764791252811745
HD 67087 c,2015,Radial Velocity,2374.0,3.86,4.85,0.54,121.9155672,31.5511553,08h07m39.74s,+31d33m04.16s,190.11761,29.09234,117.32843,11.08996,0.7006490497453707,1.0093898773656798
HD 65216 c,2013,Radial Velocity,5370.0,5.75,2.03,-0.15,118.4209646,-63.6466892,07h53m41.03s,-63d38m48.08s,276.27361,-17.61436,179.52531,-77.80249,0.3692744729379982,0.5319951765989315
HD 290327 b,2009,Radial Velocity,2443.0,3.43,2.43,-0.14,80.8399887,-2.2780391,05h23m21.60s,-02d16m40.94s,204.61308,-20.58136,79.85842,-25.39542,0.3567530340063379,0.5139561687500467
HD 151450 b,2022,Radial Velocity,21.89288,0.16,0.121,0.231,252.0080127,-15.964345,16h48m01.92s,-15d57m51.64s,3.2946,18.26324,252.60873,6.39552,0.458257569495584,0.6601886522834012
HD 4313 b,2009,Radial Velocity,356.21,1.157,1.927,1.149,11.4181301,7.8450492,00h45m40.35s,+07d50m42.18s,120.44208,-54.99882,13.56143,2.70659,1.022030065382352,1.4723873567447823
HD 330075 b,2004,Radial Velocity,3.38773,0.04,0.48,-0.33,237.4054997,-49.9639199,15h49m37.32s,-49d57m50.11s,329.80573,3.37645,246.62664,-29.13587,0.5477225575051661,0.7890763647670371
HD 31253 b,2010,Radial Velocity,466.0,1.26,0.62,0.517,73.6822877,12.3520103,04h54m43.75s,+12d21m07.24s,187.3925,-19.04397,73.80873,-10.1748,0.6855654600401044,0.9876597076489491
HD 31527 b,2019,Radial Velocity,16.5535,0.1254,0.0329,0.079,73.9096193,-23.2413163,04h55m38.31s,-23d14m28.74s,223.38845,-35.15345,68.69596,-45.49771,0.26798914496333953,0.3860784943163565
HIP 65 A b,2020,Transit,0.9809734,0.01782,3.213,-0.678,0.1856063,-54.8308228,00h00m44.55s,-54d49m50.96s,317.9426,-60.79535,330.68317,-48.65474,0.7850882984503312,1.1310372597836325
MASCARA-1 b,2017,Transit,2.14877381,0.040352,3.7,1.083,317.5515264,10.7388967,21h10m12.37s,+10d44m20.03s,60.44831,-24.37543,323.60733,25.76788,0.9922426389474776,1.4294741083402296
HD 206893 b,2021,Imaging,9350.0,9.6,28.0,0.456,326.3416874,-12.7833522,21h45m22.00s,-12d47m00.07s,41.69494,-44.278,324.26682,0.68711,0.6438520439863917,0.9275652852983266
TOI-1338 c,2023,Radial Velocity,215.5,0.794,0.205,0.329,92.1330955,-59.5409853,06h08m31.94s,-59d32m27.55s,268.41173,-28.49114,98.79559,-82.91506,0.5468920451889103,0.7878798874074221
KELT-8 b,2015,Transit,3.24406,0.0455,0.66,0.265,283.3054489,24.1272483,18h53m13.31s,+24d07m38.09s,54.84095,10.37371,287.84551,46.74545,0.4908249086070214,0.7071067811865476
WASP-153 b,2017,Transit,3.332609,0.048,0.39,0.46,279.2624729,40.0186905,18h37m02.99s,+40d01m07.29s,68.68938,19.63191,285.72488,62.95313,0.6466697906828632,0.9316246713681894
TOI-3693 b,2022,Transit,9.088516,0.0813,1.02,-0.344,15.6543938,51.3038918,01h02m37.05s,+51d18m14.01s,124.71484,-11.52915,37.69333,40.46368,0.5592202363356253,0.8056404928835099
NGTS-24 b,2022,Transit,3.4678796,0.0479,0.52,0.446,168.5638892,-37.9101328,11h14m15.33s,-37d54m36.48s,282.5716,21.0893,187.42839,-38.75192,0.6367531275577258,0.9173382331301057
LP 890-9 c,2022,Transit,8.457463,0.03984,0.0796,-2.841,64.1309096,-28.3157909,04h16m31.42s,-28d18m56.85s,226.91411,-44.9483,54.47527,-48.61474,1.6070865791012234,2.3152488761449743
Kepler-134 b,2014,Transit,5.317429,0.06,0.0147,0.061,284.7391156,49.5984448,18h58m57.39s,+49d35m54.40s,79.63268,19.16689,301.20602,71.44407,0.23548788812706578,0.3392555668263109
HD 40307 b,2009,Radial Velocity,4.3123,0.0468,0.0126,-0.639,88.5172191,-60.0237289,05h54m04.13s,-60d01m25.42s,268.81455,-30.34064,83.51224,-83.4296,0.7621739243172065,1.0980256724496429
HATS-70 b,2019,Transit,1.8882378,0.03632,12.9,1.079,109.1045212,-31.2443947,07h16m25.09s,-31d14m39.82s,243.60243,-8.84384,117.61217,-52.86754,0.990408547473764,1.4268318249197323
HAT-P-61 b,2021,Transit,1.90231289,0.0301,1.057,-0.115,75.4801665,50.1311784,05h01m55.24s,+50d07m52.24s,157.78135,5.02601,79.58421,27.21538,0.3233348953414316,0.4658123356840947
HAT-P-38 b,2012,Transit,4.640382,0.0523,0.267,-0.208,35.3834942,32.2460441,02h21m32.04s,+32d14m45.76s,144.22935,-26.87267,43.8095,17.14087,0.4348458452036872,0.6264605575682153
HD 12661 b,2000,Radial Velocity,262.70862,0.84,2.43,0.133,31.1423525,25.4135632,02h04m34.16s,+25d24m48.83s,143.06278,-34.58321,37.78295,12.00084,0.3477198454346414,0.5009425079052636
HD 4203 b,2001,Radial Velocity,431.88,1.17,2.23,0.293,11.1722288,20.4483925,00h44m41.33s,+20d26m54.21s,120.79104,-42.3953,18.38597,14.37803,0.5161042882631729,0.7435255131327003
HATS-7 b,2015,Transit,3.185315,0.04012,0.12,-0.434,208.8567465,-21.2078587,13h55m25.62s,-21d12m28.29s,322.30706,39.24434,214.28646,-8.79661,0.6281285334590799,0.9049132138101984
CoRoT-13 b,2010,Transit,4.03519,0.051,1.308,0.073,102.7211432,-5.0864557,06h50m53.07s,-05d05m11.24s,217.3986,-2.43966,104.36935,-27.89339,0.2576114057328137,0.37112780690296404
Kepler-716 b,2016,Transit,10.37168453,0.0873,0.0275,-0.504,290.3931809,43.3638577,19h21m34.36s,+43d21m49.89s,75.17704,13.19467,305.73591,64.29401,0.6768912897813194,0.9751632664464013
HD 122562 c,2022,Radial Velocity,84.96276,0.406,0.23,0.407,210.5886904,20.8810286,14h02m21.29s,+20d52m51.70s,15.63799,72.66307,200.10268,31.07369,0.6082762530298219,0.8763130310008443
Kepler-773 b,2016,Transit,3.74910006,0.047,0.00829,0.095,290.8846217,38.0575539,19h23m32.31s,+38d03m27.19s,70.45457,10.55969,303.15127,59.11654,0.2938769068226293,0.42337369193050706
HD 49674 b,2002,Radial Velocity,4.94737,0.06,0.1,-0.022,102.8773483,40.8672284,06h51m30.56s,+40d52m02.02s,175.33928,17.37137,100.20045,17.88285,0.1414213562373095,0.2037386413085749
30 Ari B b,2009,Radial Velocity,335.10001,0.99,13.82,0.381,39.2412736,24.6480103,02h36m57.91s,+24d38m52.84s,151.47681,-32.3093,44.56452,8.85457,0.5885266658050732,0.8478607931307485
HD 62509 b,2006,Radial Velocity,589.64,1.64,2.3,1.612,116.328824,28.026127,07h45m18.92s,+28d01m34.06s,192.22932,23.40613,113.21554,6.68411,1.2105596001248948,1.7439923835734674
HD 208527 b,2012,Radial Velocity,875.5,2.1,9.9,2.863,329.0999413,21.239922,21h56m23.99s,+21d14m23.72s,77.24526,-25.71773,339.74985,31.51885,1.613297019375934,2.324195945365371
HD 167768 b,2022,Radial Velocity,20.6532,0.1512,0.85,1.669,274.2213308,-3.0085807,18h16m53.12s,-03d00m30.89s,26.28216,6.28959,274.49325,20.36483,1.231776248866947,1.774558143249633
Kepler-720 b,2016,Transit,4.70832654,0.0539,0.168,0.032,298.6356478,44.1709388,19h54m32.56s,+44d10m15.38s,78.7025,8.28944,318.84421,62.8376,0.17056057308448835,0.24571804673358047
HD 207897 b,2021,Transit,16.202159,0.1163,0.04531,-0.444,325.2016451,84.3337613,21h40m48.39s,+84d20m01.54s,118.37663,23.23912,76.73933,69.29488,0.6353238258056781,0.9152791099203585
KELT-14 b,2016,Transit,1.7100566,0.03005,1.284,0.279,108.301409,-42.4097623,07h13m12.34s,-42d24m35.14s,253.62974,-14.19423,121.73173,-63.84631,0.5036232357987106,0.7255446880376305
HAT-P-30 b,2011,Transit,2.8106,0.0419,0.83,0.312,123.9498431,5.8368669,08h15m47.96s,+05d50m12.72s,217.41185,21.40542,124.85602,-13.58875,0.5325752187591567,0.7672543550107871
TOI-3362 b,2021,Transit,18.09547,0.153,5.029,0.739,155.9841428,-56.8431169,10h23m56.19s,-56d50m35.22s,283.77169,0.43802,194.45092,-58.94114,0.8196451560389909,1.1808215879808046
HAT-P-69 b,2019,Transit,4.7869491,0.06555,3.58,1.0,130.5056385,3.7105662,08h42m01.35s,+03d42m38.04s,222.78554,26.20647,131.91613,-14.03038,0.9534625892455924,1.37360563948689
47 UMa c,2001,Radial Velocity,2391.0,3.6,0.54,0.198,164.8647611,40.4304931,10h59m27.54s,+40d25m49.78s,175.78305,63.3677,149.06831,31.06122,0.4242640687119285,0.6112159239257248
K2-415 b,2023,Transit,4.0179694,0.027,0.0236,-2.455,137.2015437,11.8622503,09h08m48.37s,+11d51m44.10s,217.79828,35.80871,136.06345,-4.35234,1.4939271005702326,2.152225701848696
BD-11 4672 b,2014,Radial Velocity,1634.0,2.36,0.65,-0.804,278.3688659,-11.6370481,18h33m28.53s,-11d38m13.37s,20.54287,-1.35959,278.36653,11.55951,0.8549322142188179,1.2316578794760629
HATS-44 b,2018,Transit,2.7439004,0.03649,0.56,-0.398,84.3267559,-27.9725758,05h37m18.42s,-27d58m21.27s,232.00021,-27.62676,81.98133,-51.25406,0.6015132432608461,0.8665699026774558
L 98-59 b,2019,Transit,2.2531136,0.02191,0.00126,-1.948,124.5328604,-68.3144658,08h18m07.89s,-68d18m52.08s,281.81705,-17.5933,203.32553,-76.81365,1.3307550829920172,1.9171519757476732
L 98-59 c,2019,Transit,3.6906745,0.0317,0.00761,-1.948,124.5328604,-68.3144658,08h18m07.89s,-68d18m52.08s,281.81705,-17.5933,203.32553,-76.81365,1.3307550829920172,1.9171519757476732
L 98-59 d,2019,Transit,7.450729,0.0506,0.00727,-1.948,124.5328604,-68.3144658,08h18m07.89s,-68d18m52.08s,281.81705,-17.5933,203.32553,-76.81365,1.3307550829920172,1.9171519757476732
GJ 649 b,2009,Radial Velocity,600.1,1.112,0.258,-1.361,254.5363221,25.7419719,16h58m08.72s,+25d44m31.10s,46.52106,35.33721,248.9376,48.05704,1.1123276168794547,1.6024745016074005
GJ 849 b,2006,Radial Velocity,1925.31,2.32,0.893,-1.59,332.4229938,-4.6408317,22h09m41.52s,-04d38m26.99s,55.89444,-45.40318,332.72015,6.27556,1.2022705791353896,1.7320508075688772
GJ 328 b,2013,Radial Velocity,3771.0,4.11,2.51,-1.08,133.7819507,1.5420011,08h55m07.67s,+01d32m31.20s,226.70991,27.99859,135.78544,-15.2121,0.9908673886137246,1.4274928542926595
WASP-166 b,2019,Transit,5.44354,0.0641,0.101,0.283,144.8751047,-20.9824191,09h39m30.03s,-20d58m56.71s,253.96174,23.13623,155.34594,-32.83507,0.5072205903477571,0.7307272159643045
GJ 1252 b,2020,Transit,0.5182331,0.00915,0.00415,-1.708,306.9286462,-56.4622865,20h27m42.88s,-56d27m44.23s,341.21724,-35.49343,294.24988,-36.09064,1.2460847775040318,1.7951717214333458
L 168-9 b,2020,Transit,1.4015,0.02091,0.01447,-1.172,350.0285917,-60.0657292,23h20m06.86s,-60d03m56.63s,321.95595,-53.55913,319.21183,-49.52755,1.0322085765263458,1.4870510262654006
HATS-72 b,2020,Transit,7.3279474,0.066517,0.1254,-0.659,339.0258401,-17.0003046,22h36m06.20s,-17d00m01.10s,43.77685,-57.17082,334.264,-7.59034,0.774009631135756,1.1150767805021744
LTT 3780 b,2020,Transit,0.76837883,0.01211,0.00777,-1.777,154.6449033,-11.717801,10h18m34.78s,-11d43m04.08s,254.20063,36.30503,161.03995,-20.67837,1.2710053286491545,1.8310735071752977
