Planet Name,Discovery Year,Discovery Method,Orbital Period (days),SemiMajor Axis (AU),Mass (Jupiter Mass),Stellar_Luminosity,Right Ascension (RA),Declination (Dec),RASTR,DECSTR,GLON,GLAT,ELON,ELAT,Ri (AU),Ro (AU)
Kepler-444 d,2015,Transit,6.189392,0.06,0.00063,-0.425,289.7528323,41.631884,19h19m00.68s,+41d37m54.78s,73.36096,12.89062,303.53459,62.79019,0.621581560508061,0.8954813188742857
Kepler-596 b,2016,Transit,21.30022655,0.156,0.0372,0.314,289.5006797,51.6857106,19h18m00.16s,+51d41m08.56s,82.82015,17.09529,312.72504,72.23987,0.534279463815095,0.7697095752221608
Kepler-634 b,2016,Transit,5.16950177,0.0578,0.0133,0.421,291.19509,40.7027352,19h24m46.82s,+40d42m09.85s,72.98129,11.51067,305.16206,61.57958,0.6186495556672393,0.8912573268374905
Kepler-676 b,2016,Transit,11.59822172,0.0798,0.0298,-1.295,296.2220259,50.2873626,19h44m53.29s,+50d17m14.51s,83.35181,12.67076,322.08535,69.03197,1.0850219939119792,1.5631366627442063
Kepler-683 b,2016,Transit,2.53918318,0.0355,0.0143,-0.041,291.4399598,37.9056293,19h25m45.59s,+37d54m20.27s,70.51465,10.10013,303.88492,58.84865,0.19306145983268455,0.2781339435704275
Kepler-407 b,2014,Transit,0.66931,0.0149,0.01007,-0.039,286.0363025,49.6145027,19h04m08.71s,+49d36m52.21s,79.95374,18.383,303.70385,71.1823,0.18829377433825437,0.2712653786615191
Kepler-466 b,2016,Transit,51.07926307,0.2671,0.0267,-0.067,295.6486585,48.4955191,19h42m35.68s,+48d29m43.87s,81.54711,12.17701,318.90425,67.62777,0.24679767200905867,0.3555490041325143
Kepler-893 b,2016,Transit,6.33855761,0.0699,0.0297,0.06,284.9630591,43.9130282,18h59m51.13s,+43d54m46.90s,74.09094,17.02092,297.1531,65.94767,0.23354968324845687,0.33646329245522655
Kepler-918 b,2016,Transit,4.85386933,0.0569,0.0116,-0.018,298.2007268,48.2677925,19h52m48.17s,+48d16m04.05s,82.16182,10.57656,322.49887,66.64035,0.12792042981336627,0.18428853505018533
Kepler-954 b,2016,Transit,16.78176602,0.118,0.0189,-0.572,295.8594318,47.9396001,19h43m26.26s,+47d56m22.56s,81.10942,11.79563,318.58227,67.06796,0.7211102550927978,1.0388673077053043
HD 108236 c,2020,Transit,6.203449,0.062,0.0155,-0.15,186.5740627,-51.3630519,12h26m17.78s,-51d21m46.99s,298.93443,11.31345,211.2434,-43.48993,0.3692744729379982,0.5319951765989315
TOI-2285 b,2021,Transit,27.26955,0.1363,0.06135,-1.542,332.5632644,58.7060934,22h10m15.18s,+58d42m21.94s,103.28849,2.12357,14.62757,61.54647,1.183984029376318,1.7057062942558872
EPIC 201170410.02,2020,Transit,6.7987,0.0349,0.0036,-1.9,170.1408561,-4.8070039,11h20m33.81s,-04d48m25.21s,264.99528,51.24569,172.84681,-8.32309,1.3142574813455419,1.8933847100833359
HD 67087 b,2015,Radial Velocity,352.2,1.08,3.06,0.54,121.9155672,31.5511553,08h07m39.74s,+31d33m04.16s,190.11761,29.09234,117.32843,11.08996,0.7006490497453707,1.0093898773656798
11 Com b,2007,Radial Velocity,326.03,1.29,19.4,2.243,185.1787793,17.7932516,12h20m42.91s,+17d47m35.71s,264.13775,78.28058,177.42177,18.33392,1.4279674047718696,2.057200882679694
HD 47536 b,2002,Radial Velocity,712.13,1.93,7.32,2.248,99.448958,-32.3394531,06h37m47.75s,-32d20m22.03s,241.18153,-16.77741,104.10825,-55.31691,1.4295581008256935,2.059492518549719
HD 80606 b,2001,Radial Velocity,111.4367,0.4565,4.38,-0.002,140.6569501,50.6037764,09h22m37.67s,+50d36m13.60s,167.42908,44.31146,125.96084,33.29549,0.04264014327112209,0.06142951168339512
Kepler-54 d,2014,Transit,20.995694,0.126,0.0093,-1.301,294.7739245,43.0561976,19h39m05.74s,+43d03m22.31s,76.34485,10.1981,312.24657,62.9084,1.0875326536372472,1.566753644046209
Kepler-513 b,2016,Transit,28.86235584,0.1789,0.0172,0.079,285.0416235,50.0753913,19h00m09.99s,+50d04m31.41s,80.17765,19.14384,302.28711,71.83189,0.26798914496333953,0.3860784943163565
Kepler-780 b,2016,Transit,0.67737516,0.015,0.00201,0.017,281.7663511,44.2924898,18h47m03.92s,+44d17m32.96s,73.61865,19.30376,291.78872,66.84394,0.12431631210161222,0.17909626377485716
Kepler-80 c,2012,Transit,9.52355,0.0792,0.02121,-0.77,296.1125759,39.9787451,19h44m27.02s,+39d58m43.48s,74.08669,7.85257,311.91322,59.67592,0.8366600265340756,1.2053340568818443
HD 216435 b,2002,Radial Velocity,1311.0,2.56,1.26,0.557,343.4094703,-48.5986332,22h53m38.27s,-48d35m55.08s,341.69196,-58.71051,323.34268,-37.81305,0.7115923245536283,1.0251553034669505
K2-115 b,2017,Transit,20.272615,0.143,0.84,-0.145,126.5535002,12.281851,08h26m12.84s,+12d16m54.66s,212.27401,26.5165,125.86771,-6.7221,0.3630677372311974,0.5230534443633627
HR 858 b,2019,Transit,3.58599,0.048,0.0157,0.371,42.9849779,-30.8140609,02h51m56.39s,-30d48m50.62s,228.14045,-63.46852,27.95893,-44.66058,0.5807518637703432,0.8366600265340756
HD 108341 b,2014,Radial Velocity,1129.0,2.0,2.25,-0.37,186.8791724,-71.4224896,12h27m31.00s,-71d25m20.96s,301.00794,-8.64016,232.48662,-58.70416,0.5799686511904211,0.835531691527718
TOI-132 b,2020,Transit,2.1097019,0.026,0.07048,-0.222,338.3996623,-43.436872,22h33m35.92s,-43d26m12.74s,353.41363,-57.81809,322.46294,-31.63386,0.4492417854765759,0.647200065303073
Wolf 1061 d,2015,Radial Velocity,217.21,0.47,0.02423,-1.991,247.5748276,-12.6676866,16h30m17.96s,-12d40m03.67s,3.34702,23.67715,247.85836,9.06449,1.3453624047073711,1.9381960101044748
eps CrB b,2012,Radial Velocity,417.9,1.3,6.7,2.235,239.3965057,26.8776171,15h57m35.16s,+26d52m39.42s,43.6525,48.78301,229.11758,46.06829,1.4254185988046395,2.0535289460037984
eps Ind A b,2019,Radial Velocity,16510.0,11.55,3.25,-0.622,330.8714021,-56.7969023,22h03m29.14s,-56d47m48.85s,336.16647,-48.05511,309.64044,-41.42642,0.7519671172694624,1.083321238442401
eps Tau b,2006,Radial Velocity,594.9,1.93,7.6,1.987,67.1546573,19.1802782,04h28m37.12s,+19d10m49.00s,177.59682,-19.92339,68.46548,-2.56738,1.3440102813459562,1.9362480739237895
Kepler-770 b,2016,Transit,18.92540274,0.1694,0.0186,0.054,286.4904589,38.374872,19h05m57.71s,+38d22m29.54s,69.25204,13.82103,296.68498,60.29556,0.22156468376279892,0.3191971059593589
Kepler-612 b,2016,Transit,3.72215641,0.0452,0.0266,0.305,291.3546278,45.7478551,19h25m25.11s,+45d44m52.28s,77.69523,13.58368,309.218,66.30374,0.5265669257299848,0.7585985091688537
Kepler-900 b,2016,Transit,6.9913086,0.0679,0.0157,-0.608,296.177272,46.9989635,19h44m42.55s,+46d59m56.27s,80.36296,11.16647,318.02743,66.12859,0.743456301827668,1.0710601343158819
Kepler-956 b,2016,Transit,5.24867263,0.0596,0.0292,0.052,292.5308289,49.0616555,19h30m07.40s,+49d03m41.96s,81.13457,14.26979,314.57793,69.03961,0.2174229226018436,0.31323027878410764
Kepler-988 b,2016,Transit,17.76080053,0.1085,0.0155,-1.047,290.7082585,42.2372245,19h22m49.98s,+42d14m14.01s,74.23269,12.50541,305.42853,63.15198,0.9756116962286695,1.4055147448935594
Kepler-823 b,2016,Transit,4.16809082,0.0507,0.00972,0.335,284.5825682,39.2201737,18h58m19.82s,+39d13m12.63s,69.44907,15.52074,294.08393,61.44577,0.5518563713009523,0.7950317425726555
Kepler-1172 b,2016,Transit,26.0204423,0.168,0.0325,-0.161,290.4744875,37.7665499,19h21m53.88s,+37d45m59.58s,70.04349,10.72143,302.3922,58.92489,0.3825750075000148,0.5511565883718168
Kepler-1213 b,2016,Transit,5.34982412,0.0635,0.0057,0.395,289.4858423,50.9441967,19h17m56.60s,+50d56m39.11s,82.09998,16.82071,311.67718,71.57349,0.5992419453700726,0.8632977579421393
Kepler-1265 b,2016,Transit,6.49441289,0.0612,0.00752,-0.7,284.5858364,47.0795646,18h58m20.60s,+47d04m46.43s,77.09588,18.40058,298.69042,69.07058,0.7977240352174656,1.1492409307804574
Kepler-1282 b,2016,Transit,2.13194651,0.0335,0.00951,-0.183,290.1761688,46.6983036,19h20m42.28s,+46d41m53.89s,78.23617,14.72074,308.14944,67.48369,0.40787698680317375,0.5876078784937491
Kepler-255 d,2016,Transit,1.04562266,0.0192,0.00724,-0.183,296.0642702,45.9767647,19h44m15.42s,+45d58m36.35s,79.40697,10.75408,316.80033,65.23657,0.40787698680317375,0.5876078784937491
Kepler-1625 b,2016,Transit,287.378949,0.8748,0.0962,0.437,295.429322,39.8865068,19h41m43.04s,+39d53m11.42s,73.74999,8.26713,310.87437,59.76899,0.6302957458786528,0.9080354078375977
tau Cet f,2017,Radial Velocity,636.13,1.334,0.01237,-0.305,26.0093029,-15.9337987,01h44m02.23s,-15d56m01.68s,173.07319,-73.4424,17.8127,-24.80956,0.5265669257299848,0.7585985091688537
tau Cet g,2017,Radial Velocity,20.0,0.133,0.00551,-0.305,26.0093029,-15.9337987,01h44m02.23s,-15d56m01.68s,173.07319,-73.4424,17.8127,-24.80956,0.5265669257299848,0.7585985091688537
ups And b,1996,Radial Velocity,4.617033,0.059222,0.6876,0.525,24.1983534,41.4038147,01h36m47.60s,+41d24m13.73s,132.00045,-20.66791,38.54864,28.97913,0.6908492797077574,0.9952718411247498
HIP 14810 d,2009,Radial Velocity,981.8,1.94,0.59,-0.01,47.809275,21.0971302,03h11m14.23s,+21d05m49.67s,161.55108,-31.09476,51.13084,3.16915,0.09534625892455922,0.13736056394868904
Kepler-108 b,2014,Transit,49.183921,0.292,0.176,0.707,294.5589885,46.0623952,19h38m14.16s,+46d03m44.62s,78.99024,11.71993,314.58655,65.74317,0.801702733391419,1.1549728413044797
HD 10180 e,2010,Radial Velocity,49.748,0.2699,0.079,0.173,24.4731133,-60.5114881,01h37m53.55s,-60d30m41.36s,292.80544,-55.69407,340.44338,-61.61125,0.39657625656704065,0.5713274843201774
V0391 Peg b,2007,Pulsation Timing Variations,1170.0,1.7,3.2,1.433,331.0504119,26.4188227,22h04m12.10s,+26d25m07.76s,82.4858,-23.02991,344.26891,35.49605,1.1413707866978515,1.6443155369045384
HD 191806 b,2016,Radial Velocity,1603.38923,2.749,9.334,0.348,302.368758,52.2767265,20h09m28.50s,+52d16m36.22s,87.04635,10.30093,334.03275,68.63341,0.5624621199366552,0.8103109116782925
GJ 1002 c,2022,Radial Velocity,21.202,0.0738,0.00428,-2.852,1.6764641,-7.5462123,00h06m42.35s,-07d32m46.36s,92.44529,-67.73033,358.51455,-7.58666,1.6101947934108072,2.319726724308641
Kepler-868 b,2016,Transit,5.03251791,0.0575,0.0153,0.068,282.3635315,46.6752384,18h49m27.25s,+46d40m30.86s,76.15143,19.69439,294.28869,69.07437,0.24863262420322443,0.3581925275497143
Kepler-876 b,2016,Transit,5.14438011,0.0549,0.00829,-0.338,283.4781717,43.3837235,18h53m54.76s,+43d23m01.40s,73.16696,17.83172,294.29731,65.69,0.5543218625245872,0.7985836518841365
Kepler-904 b,2016,Transit,3.02166863,0.0417,0.0119,0.154,288.8229001,40.38901,19h15m17.50s,+40d23m20.44s,71.90119,13.00518,301.3309,61.79636,0.3741657386773941,0.5390417773566805
Kepler-771 b,2016,Transit,8.73485836,0.0843,0.0125,0.355,287.4441104,38.0884183,19h09m46.59s,+38d05m18.31s,69.29811,13.02028,298.01163,59.84269,0.5680909018170179,0.8184200148791065
Kepler-416 b,2014,Transit Timing Variations,6.319,0.0658,0.183,0.028,291.5569554,39.2272923,19h26m13.67s,+39d13m38.25s,71.75799,10.60929,304.80043,60.08845,0.1595448070434931,0.22984818615609148
Kepler-321 c,2014,Transit,13.093921,0.11,0.0189,-0.008,294.4536991,44.1457626,19h37m48.89s,+44d08m44.75s,77.21796,10.90816,312.66888,64.00627,0.08528028654224418,0.12285902336679023
Kepler-1177 b,2016,Transit,106.247547,0.4301,0.0134,0.342,286.6714813,49.4062964,19h06m41.16s,+49d24m22.67s,79.90298,17.92352,304.67377,70.84484,0.5575922263707511,0.8032951007369113
Kepler-1382 b,2016,Transit,16.3583055,0.1404,0.0132,0.572,295.3774182,39.0480365,19h41m30.58s,+39d02m52.93s,72.98747,7.90013,310.24862,58.99241,0.7211102550927978,1.0388673077053043
Kepler-148 d,2016,Transit,51.84688575,0.2607,0.177,-0.383,289.7861626,46.8588176,19h19m08.68s,+46d51m31.74s,78.27565,15.03,307.64483,67.72893,0.5900693333683916,0.8500832367680016
Kepler-1934 b,2021,Transit,1.41975999,0.0245,0.00221,0.108,290.9193265,37.2871677,19h23m40.64s,+37d17m13.80s,69.76532,10.19281,302.79608,58.36802,0.3133397807202561,0.4514128763179672
GJ 536 b,2016,Radial Velocity,8.7076,0.06661,0.01686,-1.377,210.2597264,-2.6522901,14h01m02.33s,-02d39m08.24s,335.05211,55.81739,209.1004,9.0779,1.1188468089145098,1.6118663739737142
HD 102956 b,2010,Radial Velocity,6.4947,0.0807,0.96,1.064,177.8436988,57.6406584,11h51m22.49s,+57d38m26.37s,137.97253,57.69918,146.46475,50.08471,0.9835002426398924,1.4168793772976302
K2-150 b,2018,Transit,10.59357,0.0727,0.0147,-1.585,18.3443908,8.9874328,01h13m22.65s,+08d59m14.76s,132.06341,-53.49488,20.32954,1.12722,1.2003787281142109,1.729325312870846
K2-257 b,2018,Transit,1.60588,0.0216,0.00157,-1.381,188.278284,-1.9532879,12h33m06.79s,-01d57m11.84s,293.57789,60.58522,188.3738,1.48797,1.12047068031901,1.6142058039043505
TYC 3667-1280-1 b,2016,Radial Velocity,26.468,0.21,5.4,1.38,12.8875757,58.4261485,00h51m33.02s,+58d25m34.13s,122.94668,-4.4456,41.14977,47.32498,1.12006493318265,1.6136212643943622
GJ 3293 b,2015,Radial Velocity,30.5987,0.14339,0.07406,-1.658,67.1484425,-25.1713396,04h28m35.63s,-25d10m16.82s,223.54147,-41.61299,59.47175,-46.21807,1.2277103596829047,1.7687006210188463
Kepler-976 b,2016,Transit,105.9564148,0.4217,0.0467,-0.36,289.8696232,46.7296855,19h19m28.71s,+46d43m46.87s,78.17734,14.9255,307.66478,67.58792,0.5720775535473553,0.8241633836921342
Kepler-363 d,2014,Transit,11.932125,0.107,0.0153,0.365,283.1920779,41.3054172,18h52m46.10s,+41d18m19.50s,71.0526,17.2836,292.76828,63.70566,0.5760366149978504,0.8298670045754433
Kepler-211 c,2014,Transit,6.04045,0.062,0.058,-0.413,285.4391183,43.1685051,19h01m45.39s,+43d10m06.62s,73.50289,16.42408,297.50668,65.14023,0.6127434581083224,0.8827487088740872
Kepler-576 b,2016,Transit,29.91136794,0.179,0.0338,-0.211,295.1828896,38.6542028,19h40m43.89s,+38d39m15.13s,72.56526,7.84412,309.72236,58.67011,0.4379705261980329,0.6309621284571443
Kepler-1578 b,2016,Transit,1.45088691,0.0252,0.00352,-0.165,288.3021104,47.7756227,19h13m12.51s,+47d46m32.24s,78.73876,16.31601,305.96621,68.94091,0.3872983346207417,0.5579612484008016
Kepler-118 c,2014,Transit,20.17202,0.141,0.144,-0.377,299.2131881,41.4248195,19h56m51.17s,+41d25m29.35s,76.53023,6.53422,317.33655,60.15406,0.5854291355298886,0.843398336918553
Kepler-671 b,2016,Transit,4.28095859,0.0503,0.0242,-0.081,294.2657519,49.3140933,19h37m03.78s,+49d18m50.74s,81.87528,13.35762,317.71682,68.76878,0.2713602101199873,0.39093501848676243
Kepler-892 b,2016,Transit,13.7521072,0.1015,0.0261,-0.735,283.1296399,43.8880983,18h52m31.11s,+43d53m17.15s,73.57004,18.24539,293.97214,66.23816,0.817423891369599,1.177621523593293
ups And c,1999,Radial Velocity,241.258,0.827774,13.98,0.525,24.1983534,41.4038147,01h36m47.60s,+41d24m13.73s,132.00045,-20.66791,38.54864,28.97913,0.6908492797077574,0.9952718411247498
COCONUTS-2 b,2021,Imaging,402000000.0,7506.0,6.3,-1.732,117.300914,-76.702696,07h49m12.22s,-76d42m09.71s,288.91588,-23.12313,242.1415,-76.95252,1.254808931489354,1.807740171678963
Kepler-521 b,2016,Transit,22.20813214,0.1699,0.0322,0.671,298.8163801,43.9980203,19h55m15.93s,+43d59m52.87s,78.61724,8.09036,318.9481,62.62628,0.7810249675906654,1.1251834232022158
Kepler-942 b,2016,Transit,44.96417488,0.2298,0.0163,-0.585,294.9550809,44.1499518,19h39m49.22s,+44d08m59.83s,77.39112,10.59114,313.43052,63.87401,0.7292586522065966,1.0506062939587124
HD 18599 b,2022,Transit,4.1374354,0.048,0.07583,-0.429,44.2620144,-56.1918694,02h57m02.88s,-56d11m30.73s,273.92807,-53.27814,3.69825,-66.46483,0.6244997998398398,0.899685479633939
HATS-2 b,2013,Transit,1.354133,0.023,1.345,-0.268,176.7388264,-22.5630097,11h46m57.32s,-22d33m46.83s,283.96382,37.9221,186.45834,-21.89665,0.49359534401811733,0.7110980082650286
KELT-6 c,2015,Radial Velocity,1276.0,2.39,3.71,0.555,195.9818362,30.640145,13h03m55.64s,+30d38m24.52s,85.77535,85.54996,181.00872,34.18175,0.7103136311133657,1.023313154083712
HD 96127 b,2011,Radial Velocity,647.29999,1.42,20.96,2.86,166.441502,44.30155,11h05m45.96s,+44d18m05.58s,166.96554,62.73556,148.17696,35.03396,1.6124515496597098,2.322977919631252
HD 34445 e,2017,Radial Velocity,49.175,0.2687,0.0529,0.303,79.4207483,7.3527156,05h17m40.98s,+07d21m09.78s,195.0388,-17.02221,79.09797,-15.68709,0.5248376372313113,0.7561072101279998
Kepler-343 b,2014,Transit,8.96855,0.088,0.0201,0.216,291.960662,42.4329567,19h27m50.56s,+42d25m58.64s,74.82498,11.75702,307.50551,63.04134,0.44312936752559784,0.6383942119187178
HD 240237 b,2011,Radial Velocity,745.70001,1.92,15.89,2.49,348.9259334,58.0432233,23h15m42.22s,+58d02m35.60s,110.52101,-2.50297,25.18164,54.9723,1.50453858828425,2.167513138956064
HIP 65891 b,2015,Radial Velocity,1079.55726,2.794,5.888,1.65,202.6050857,-58.6643937,13h30m25.22s,-58d39m51.82s,307.99356,3.82372,227.45368,-44.76015,1.224744871391589,1.764428391057515
TOI-4127 b,2023,Transit,56.39879,0.3081,2.3,0.316,105.4045516,72.4149297,07h01m37.09s,+72d24m53.75s,142.64659,26.52673,97.0732,49.35396,0.5359782899266791,0.772156988632713
Kepler-1516 b,2016,Transit,7.25931979,0.0718,0.0117,0.446,291.4945795,44.5234227,19h25m58.70s,+44d31m24.32s,76.60095,12.97156,308.39032,65.12341,0.6367531275577258,0.9173382331301057
Kepler-692 b,2016,Transit,21.81293494,0.1495,0.031,-0.233,294.7768068,40.1537027,19h39m06.43s,+40d09m13.33s,73.74718,8.83378,310.11423,60.18907,0.4602370930489869,0.6630404523929396
Kepler-1444 b,2016,Transit,33.42035034,0.2015,0.017,0.021,285.3306799,42.0405016,19h01m19.36s,+42d02m25.81s,72.3834,16.07247,296.67881,64.06656,0.13816985594155148,0.19905436822494993
Kepler-657 b,2016,Transit,24.54350418,0.1654,0.0383,0.279,291.1973006,47.3077545,19h24m47.35s,+47d18m27.92s,79.10657,14.33807,310.44223,67.7928,0.5036232357987106,0.7255446880376305
Kepler-792 b,2016,Transit,11.30119217,0.0988,0.0142,0.274,292.0068239,38.8207001,19h28m01.64s,+38d49m14.52s,71.54789,10.11457,305.23149,59.59712,0.4990900811385747,0.719013999916185
Kepler-1060 b,2016,Transit,46.8779367,0.2495,0.0197,0.072,286.0252285,39.6309204,19h04m06.05s,+39d37m51.31s,70.29069,14.65459,296.5536,61.60104,0.25584085962673253,0.36857707010037066
Kepler-122 f,2014,Transit Timing Variations,56.268,0.287,0.113,0.27,291.1118647,39.9490248,19h24m26.85s,+39d56m56.49s,72.26222,11.23653,304.56912,60.8791,0.4954336943068623,0.7137464271463297
K2-107 b,2017,Transit,3.313959,0.0475,0.84,0.464,284.985355,-22.2934206,18h59m56.49s,-22d17m36.31s,13.73298,-11.7431,283.84236,0.42865,0.649475312708791,0.9356664459695065
HD 5319 c,2014,Radial Velocity,872.2,1.93,1.053,0.15,13.7558096,0.7893425,00h55m01.39s,+00d47m21.63s,124.8456,-62.06908,12.96622,-4.69991,0.3692744729379982,0.5319951765989315
Kepler-174 c,2014,Transit,44.000529,0.214,0.00889,-0.57,287.4389454,43.8320052,19h09m45.35s,+43d49m55.22s,74.71852,15.33905,301.27278,65.38892,0.7198484689028782,1.0370495157480222
EPIC 212737443 b,2019,Transit,13.603,0.098,0.0227,-0.751,204.2215065,-7.3180577,13h36m53.16s,-07d19m05.01s,322.27085,53.83847,205.1154,2.5791,0.8262731223556001,1.1903701659884927
HD 11505 b,2022,Radial Velocity,32669.22247,20.247,7.899,0.151,28.2750265,-1.3284416,01h53m06.01s,-01d19m42.39s,155.32706,-60.26284,25.77776,-12.10177,0.37050334313299693,0.5337655481364065
HD 103891 b,2022,Radial Velocity,1919.0,3.27,2.89,0.786,179.4382907,-8.5486195,11h57m45.19s,-08d32m55.03s,281.02942,52.0254,182.90433,-8.06165,0.8453079051715147,1.2177926210667103
HD 13931 b,2009,Radial Velocity,4218.0,5.15,2.8,0.196,34.1979991,43.7722065,02h16m47.52s,+43d46m19.94s,138.83237,-16.44854,47.31012,28.24657,0.42211588240886905,0.6081211398682971
HD 62549 b,2022,Radial Velocity,14306.88519,11.842,8.519,0.228,116.0821439,-5.0541223,07h44m19.71s,-05d03m14.84s,223.57898,9.35843,119.12827,-25.89398,0.45527214638359687,0.6558877032276814
HD 214823 b,2016,Radial Velocity,1854.84424,3.08,18.61,0.638,340.0832062,31.7875183,22h40m19.97s,+31d47m15.07s,92.85957,-23.3194,355.97864,36.7613,0.7615773105863908,1.0971661610283376
HD 68402 b,2016,Radial Velocity,1103.0,2.18,7.9,0.068,121.3474609,-74.4100732,08h05m23.39s,-74d24m36.26s,287.05452,-21.30677,230.98139,-77.16808,0.24863262420322443,0.3581925275497143
HD 69123 b,2022,Radial Velocity,1193.3,2.482,3.09,1.47,123.55499,-35.4899246,08h14m13.20s,-35d29m23.73s,253.3171,-0.49479,138.96805,-53.37507,1.1560119533826785,1.6654083300081026
CoRoT-17 b,2011,Transit,3.7681,0.0461,2.43,0.134,278.699236,-6.612288,18h34m47.82s,-06d36m44.24s,25.15299,0.66631,279.01767,16.55509,0.34902461491731757,0.5028222237324493
GJ 876 c,2000,Radial Velocity,30.0881,0.12959,0.7142,-1.907,343.3239737,-14.2665958,22h53m17.75s,-14d15m59.74s,52.00313,-59.63511,339.17192,-6.63092,1.316676256198297,1.8968693174668543
Kepler-33 b,2011,Transit,5.66793,0.0677,0.0116,0.556,289.0775348,46.0051696,19h16m18.61s,+46d00m18.61s,77.26281,15.13411,305.68506,67.09587,0.7109532653097146,1.0242346429278717
GJ 9689 b,2020,Radial Velocity,18.27,0.1139,0.03036,-1.2,303.467731,13.3888921,20h13m52.26s,+13d23m20.01s,54.62427,-11.48747,309.42887,32.36134,1.044465935734187,1.5047095877265575
Kepler-417 b,2014,Transit Timing Variations,12.331,0.1006,0.035,-0.411,293.8241813,42.779648,19h35m17.80s,+42d46m46.73s,75.76884,10.68732,310.60333,62.90028,0.6112580172368814,0.8806087088561
Kepler-1309 b,2016,Transit,28.8432647,0.1679,0.0195,-0.603,298.7351131,40.7641262,19h54m56.43s,+40d45m50.85s,75.77326,6.50778,316.16619,59.68265,0.740393016027176,1.0666470123975427
Kepler-342 c,2014,Transit,26.234138,0.185,0.0142,0.453,292.6780488,46.7266813,19h30m42.73s,+46d43m36.05s,79.00786,13.17723,312.27806,66.86742,0.6417306146804762,0.9245090487021074
Kepler-1505 b,2016,Transit,30.8609366,0.1862,0.00236,0.149,292.0020614,41.7869639,19h28m00.49s,+41d47m13.07s,74.24726,11.444,307.11067,62.42043,0.368041499636312,0.5302188939218387
HIP 14810 b,2005,Radial Velocity,6.673892,0.0696,3.9,-0.01,47.809275,21.0971302,03h11m14.23s,+21d05m49.67s,161.55108,-31.09476,51.13084,3.16915,0.09534625892455922,0.13736056394868904
Kepler-122 d,2014,Transit,21.587475,0.155,0.0172,0.27,291.1118647,39.9490248,19h24m26.85s,+39d56m56.49s,72.26222,11.23653,304.56912,60.8791,0.4954336943068623,0.7137464271463297
Kepler-1270 b,2016,Transit,6.03356196,0.0663,0.0346,0.713,286.7156676,48.6452552,19h06m51.76s,+48d38m42.92s,79.16873,17.62165,303.97595,70.1198,0.8050973967054036,1.1598633621543204
HR 5183 b,2019,Radial Velocity,27000.0,18.0,3.31,0.397,206.7357992,6.3498994,13h46m56.59s,+06d20m59.64s,337.84348,65.38752,202.41714,16.22001,0.6007570980929737,0.8654805623314626
HIP 35965 b,2022,Radial Velocity,26125.56497,15.898,8.149,-0.62,111.2025182,-51.3257507,07h24m48.60s,-51d19m32.70s,262.90636,-15.97961,135.25507,-71.44709,0.7507571935295483,1.0815781621106804
HD 126614 b,2009,Radial Velocity,1257.25303,2.249,0.339,0.083,216.7005171,-5.1784093,14h26m48.12s,-05d10m42.27s,342.01145,50.31505,216.08239,8.8556,0.2746899078134205,0.39573194663168865
HD 194490 b,2022,Radial Velocity,13092.18348,11.116,11.207,0.147,306.9980087,-51.6644646,20h27m59.52s,-51d39m52.07s,347.1134,-35.69138,295.96072,-31.50783,0.36556307750696543,0.5266483557042951
HD 154345 b,2006,Radial Velocity,3341.55884,4.21,1.19,-0.219,255.6524619,47.0855544,17h02m36.59s,+47d05m08.00s,73.02692,37.66299,241.73785,69.12153,0.4461960433384737,0.6428122176575453
HD 7449 b,2011,Radial Velocity,1270.55195,2.438,8.174,0.101,18.621465,-5.0479716,01h14m29.15s,-05d02m52.70s,137.91736,-67.24673,15.21629,-11.96139,0.3030151511363447,0.4365387013036176
HD 80869 b,2021,Radial Velocity,1752.92067,2.905,5.065,0.4,140.7912931,33.9048294,09h23m09.91s,+33d54m17.39s,190.98319,45.10696,132.43785,17.64315,0.6030226891555273,0.8687444855261388
HD 73267 b,2008,Radial Velocity,1257.99159,2.229,4.158,-0.106,129.0735123,-34.4594469,08h36m17.64s,-34d27m34.01s,255.08557,3.79235,145.12117,-50.69219,0.310424928708434,0.4472135954999579
HIP 55507 b,2022,Radial Velocity,5138.43727,5.062,8.135,-0.845,170.5227246,46.907803,11h22m05.45s,+46d54m28.09s,158.59822,63.55725,149.70123,38.70059,0.8764598212022147,1.2626716210644435
K2-15 b,2015,Transit,11.8104,0.091,0.0211,-0.453,178.1105741,4.2546649,11h52m26.54s,+04d15m16.79s,268.74194,63.14101,176.5735,3.15223,0.6417306146804762,0.9245090487021074
K2-162 b,2018,Transit,9.45889,0.0795,0.00839,-0.657,186.0383865,-1.111479,12h24m09.21s,-01d06m41.32s,288.7508,61.0068,185.98351,1.37748,0.7728342171984411,1.1133834207088922
K2-126 b,2017,Transit,7.385655,0.0656,0.0143,-0.878,203.5467021,-13.5769705,13h34m11.21s,-13d34m37.09s,318.5586,47.99348,206.77599,-3.49207,0.8934102183106135,1.2870912063971633
Kepler-590 b,2016,Transit,5.85296257,0.0647,0.0479,0.477,296.3855467,48.2334177,19h45m32.53s,+48d14m00.30s,81.54221,11.62171,319.72972,67.17196,0.6585107164172529,0.9486832980505138
Kepler-678 b,2016,Transit,7.27503724,0.0732,0.0728,0.449,295.4552577,50.4945093,19h41m49.26s,+50d29m40.23s,83.31207,13.20027,321.16819,69.45177,0.6388910847568764,0.9204182806315586
